transcript_id,transcript_position,probability
ENST00000262027,1959,0.02611433
ENST00000262027,1977,0.03505343
ENST00000262027,2022,0.010387667
ENST00000262027,2043,0.0038502743
ENST00000262027,2076,1.4440723e-09
ENST00000262027,2334,0.030837279
ENST00000262027,2351,0.002384423
ENST00000262027,2357,0.0071393442
ENST00000262027,2480,0.0016610816
ENST00000262027,2484,0.0014813266
ENST00000262027,2509,0.0036604167
ENST00000262027,2556,0.00014720154
ENST00000262027,2630,0.0007433815
ENST00000262027,2681,0.0038204293
ENST00000262027,2686,2.1394542e-09
ENST00000262027,2694,6.678559e-05
ENST00000262027,2707,0.0023280084
ENST00000262027,2727,8.420536e-05
ENST00000262027,2758,9.805209e-06
ENST00000262027,2776,1.6557138e-08
ENST00000262027,2800,8.9181124e-10
ENST00000262027,2840,3.1122415e-06
ENST00000262027,2876,0.0537937
ENST00000262033,338,1.1160804e-06
ENST00000262033,368,0.0007977073
ENST00000262033,405,4.217899e-06
ENST00000262033,509,9.810278e-05
ENST00000262033,568,2.4261936e-08
ENST00000262033,623,0.06545606
ENST00000262033,647,0.023564368
ENST00000262033,683,0.013146407
ENST00000262033,749,0.0032048468
ENST00000262033,823,0.17249337
ENST00000262033,904,2.8853399e-06
ENST00000262033,997,2.1972719e-05
ENST00000262033,1010,0.0040569976
ENST00000262033,1021,0.009759067
ENST00000262033,1079,1.2130151e-06
ENST00000262033,1109,0.008236441
ENST00000262033,1121,0.47650018
ENST00000262033,1174,0.0026739838
ENST00000262033,1191,0.0006195974
ENST00000262033,1197,0.006687591
ENST00000262033,1209,0.0006129281
ENST00000262033,1223,1.1044977e-10
ENST00000262033,1315,0.20180784
ENST00000262033,1348,0.0004692258
ENST00000262033,1364,1.3273471e-07
ENST00000262033,1405,0.0015962892
ENST00000262033,1590,7.1934132e-06
ENST00000262033,1609,0.0006593243
ENST00000262033,1650,0.00012765604
ENST00000262033,1661,2.0450056e-05
ENST00000262033,1801,1.44079695e-05
ENST00000262033,1891,2.3498317e-06
ENST00000262061,57,4.590988e-07
ENST00000262061,95,0.0006639937
ENST00000262061,176,0.061523847
ENST00000262061,190,4.6738376e-07
ENST00000262061,199,0.2802594
ENST00000262061,203,0.023170274
ENST00000262061,232,0.012032091
ENST00000262061,320,0.0012000576
ENST00000262061,386,0.048396226
ENST00000262061,511,0.0016441044
ENST00000262061,543,8.484709e-06
ENST00000262061,573,0.00016098224
ENST00000262061,830,0.009906675
ENST00000262061,862,0.05355602
ENST00000262061,1063,7.30688e-06
ENST00000262061,1076,0.28059813
ENST00000262061,1158,0.004461387
ENST00000262061,1172,1.5375223e-07
ENST00000262061,1194,0.19315535
ENST00000262061,1245,2.3423006e-06
ENST00000262061,1285,0.0107581625
ENST00000262061,1362,0.00017254062
ENST00000262061,1368,0.0037200628
ENST00000262061,1407,0.79068637
ENST00000262061,1424,0.13505977
ENST00000262061,1431,0.012488676
ENST00000262061,1605,0.00072917563
ENST00000262061,1678,0.003344086
ENST00000262061,1685,0.69146323
ENST00000262061,1714,2.6355028e-05
ENST00000262061,1725,0.013464126
ENST00000262061,1751,2.9913272e-06
ENST00000262061,1842,0.00039003012
ENST00000262061,1855,0.00015538975
ENST00000262061,1880,5.5440425e-05
ENST00000262061,1893,0.15109827
ENST00000262056,365,0.00228865
ENST00000262056,377,2.2384866e-06
ENST00000262056,381,6.6500496e-07
ENST00000262056,433,0.007800296
ENST00000262056,462,0.046135675
ENST00000262056,531,0.0023895234
ENST00000262056,571,2.4905094e-06
ENST00000262056,630,0.04891784
ENST00000262056,712,0.083652936
ENST00000262056,762,0.35228997
ENST00000262056,813,7.975199e-05
ENST00000262056,858,0.00012044732
ENST00000262056,903,0.0018329237
ENST00000262056,908,2.945833e-10
ENST00000262056,918,0.00036038712
ENST00000262056,942,9.542374e-05
ENST00000262056,954,0.0006213396
ENST00000262056,990,3.3738738e-07
ENST00000262056,1017,0.0042849635
ENST00000262056,1104,0.003888706
ENST00000262056,1119,2.3398727e-05
ENST00000262056,1194,0.0032399632
ENST00000262056,1212,0.118292205
ENST00000262056,1224,2.13499e-05
ENST00000262056,1233,0.004644883
ENST00000262056,1318,0.010349923
ENST00000262056,1324,0.054836243
ENST00000262056,1428,0.0013792372
ENST00000262056,1474,0.07826681
ENST00000262056,1510,0.00021018268
ENST00000262056,1534,0.00095372216
ENST00000262056,1559,0.06404425
ENST00000262056,1583,0.0020563987
ENST00000262056,1604,0.00033796768
ENST00000262056,1610,0.28312016
ENST00000262056,1673,0.002651049
ENST00000262056,1714,0.0018748707
ENST00000262056,1723,9.678873e-07
ENST00000262056,1794,1.957759e-08
ENST00000262056,1821,0.004907501
ENST00000262056,1888,0.002874669
ENST00000262056,1943,0.024616351
ENST00000262056,1950,0.21550973
ENST00000262056,1980,0.00018113774
ENST00000262056,1986,9.0630165e-05
ENST00000262056,2031,9.158385e-08
ENST00000262056,2059,0.00026945656
ENST00000262056,2162,0.00090050115
ENST00000262056,2207,0.02633011
ENST00000262056,2227,7.51482e-06
ENST00000262056,2239,0.0012988057
ENST00000262056,2244,0.0020210068
ENST00000262056,2254,0.044812683
ENST00000262056,2272,8.3292136e-05
ENST00000262056,2295,0.00018013189
ENST00000262056,2348,0.00017340652
ENST00000262056,2383,0.06469603
ENST00000262056,2483,0.0036093055
ENST00000262056,2503,0.00061260985
ENST00000262056,2597,1.0881573e-06
ENST00000262056,2740,1.5983822e-08
ENST00000262056,2768,1.5427909e-06
ENST00000262056,2790,0.41502935
ENST00000262056,2800,0.0028281384
ENST00000262056,2890,0.00102135
ENST00000262056,2901,2.2283877e-09
ENST00000262056,2991,8.7073964e-08
ENST00000262056,3037,1.1023165e-05
ENST00000262056,3045,7.721516e-06
ENST00000262056,3058,0.00039838644
ENST00000262056,3096,2.224194e-07
ENST00000262056,3161,0.121870935
ENST00000262056,3247,0.00012932083
ENST00000262056,3310,0.0008482804
ENST00000262056,3316,0.020867413
ENST00000262056,3425,2.5724996e-05
ENST00000262056,3491,0.0506143
ENST00000262056,3499,1.00642744e-07
ENST00000262056,3535,0.0026606773
ENST00000262056,3580,0.0016620213
ENST00000262056,3597,1.2014781e-05
ENST00000262056,3723,0.025315683
ENST00000262056,3843,3.2853055e-05
ENST00000262056,3847,0.0005739767
ENST00000262056,3924,0.0010533695
ENST00000262056,3970,5.2561077e-06
ENST00000262056,4055,0.13726132
ENST00000262105,2460,5.249644e-13
ENST00000262105,2783,6.1849e-08
ENST00000262105,2935,3.3692093e-06
ENST00000262105,3307,8.700706e-08
ENST00000262105,3323,6.8089917e-06
ENST00000262105,3426,0.015473233
ENST00000262105,3467,0.0007012075
ENST00000262105,3609,1.1035976e-08
ENST00000262105,3890,1.8609716e-09
ENST00000262105,3919,5.607034e-06
ENST00000262187,510,0.008326367
ENST00000262187,534,0.0002406112
ENST00000262187,565,0.101295404
ENST00000262187,591,8.665859e-06
ENST00000262187,629,0.00046842766
ENST00000262187,777,0.06164775
ENST00000262187,875,0.01803331
ENST00000262187,988,0.19300885
ENST00000262187,1020,4.7157455e-06
ENST00000262187,1044,0.0018883547
ENST00000262187,1069,0.017738616
ENST00000262187,1120,0.0029834316
ENST00000262187,1210,0.00040812482
ENST00000262187,1303,0.00036811733
ENST00000262187,1372,0.0012648272
ENST00000262193,64,0.00010445092
ENST00000262193,139,0.5050372
ENST00000262193,152,2.1707334e-05
ENST00000262193,321,4.2003627e-08
ENST00000262193,325,8.0768215e-05
ENST00000262193,330,0.00054963556
ENST00000262193,361,0.016099393
ENST00000262193,375,0.00019824432
ENST00000262193,395,0.0035953394
ENST00000262193,432,9.143225e-05
ENST00000262193,518,0.116031125
ENST00000262193,580,0.0021715653
ENST00000262193,631,0.0002478453
ENST00000262193,652,0.33052188
ENST00000262193,688,0.013695653
ENST00000262193,777,0.01366283
ENST00000262193,801,0.21047528
ENST00000262193,820,0.27579084
ENST00000262193,855,0.008584978
ENST00000262193,879,0.76269704
ENST00000262193,915,0.00022034883
ENST00000262030,97,0.1817512
ENST00000262030,161,0.01119236
ENST00000262030,238,4.478909e-05
ENST00000262030,252,0.03396934
ENST00000262030,338,0.00046289514
ENST00000262030,381,0.00049247406
ENST00000262030,386,0.027234731
ENST00000262030,432,0.009605596
ENST00000262030,522,0.0889982
ENST00000262030,554,0.022800224
ENST00000262030,582,0.00020528388
ENST00000262030,587,0.0014467943
ENST00000262030,657,0.0014786801
ENST00000262030,741,0.0002554196
ENST00000262030,822,0.014627239
ENST00000262030,926,0.0002523635
ENST00000262030,957,0.026981434
ENST00000262030,966,0.046835314
ENST00000262030,988,7.196663e-05
ENST00000262030,1024,2.3425464e-06
ENST00000262030,1117,0.20233035
ENST00000262030,1201,0.04435984
ENST00000262030,1206,1.2677695e-05
ENST00000262030,1210,0.0047299825
ENST00000262030,1309,0.0038490784
ENST00000262030,1393,0.023388144
ENST00000262030,1439,0.0009115987
ENST00000262030,1453,0.00041126218
ENST00000262030,1461,0.0011933356
ENST00000262030,1563,0.0028409222
ENST00000262030,1603,0.0020655901
ENST00000262030,1616,0.00030138544
ENST00000262030,1637,0.2230061
ENST00000262030,1735,1.6171967e-05
ENST00000262030,1802,0.0017580254
ENST00000262213,129,0.00022644819
ENST00000262213,243,0.012128029
ENST00000262213,361,0.019733902
ENST00000262213,486,1.0288371e-07
ENST00000262213,509,1.5863035e-08
ENST00000262213,514,3.974336e-05
ENST00000262213,600,2.5820377e-06
ENST00000262213,612,0.0014858482
ENST00000262213,645,0.00015010755
ENST00000262213,653,0.006533818
ENST00000262213,715,0.037028767
ENST00000262213,731,1.1360944e-06
ENST00000262213,810,0.33459952
ENST00000262213,826,0.07193332
ENST00000262213,952,1.2176873e-05
ENST00000262213,959,0.35135266
ENST00000262213,980,0.06303127
ENST00000262213,1038,0.00024109002
ENST00000262213,1144,0.012812798
ENST00000262213,1180,0.00020222063
ENST00000262213,1190,3.075842e-06
ENST00000262213,1217,0.007514802
ENST00000262213,1238,0.0013842791
ENST00000262213,1244,0.019940065
ENST00000262213,1260,0.0057587014
ENST00000262213,1305,0.0016100393
ENST00000262213,1491,8.77162e-05
ENST00000262213,1523,0.03568615
ENST00000262213,1558,0.02705066
ENST00000262213,1585,5.4640373e-06
ENST00000262213,1702,0.00016820357
ENST00000262213,1732,0.011605072
ENST00000262213,1779,0.015837207
ENST00000262213,1818,2.645757e-05
ENST00000262213,1877,8.637642e-06
ENST00000262213,1883,9.550563e-10
ENST00000262213,1918,1.0172321e-09
ENST00000262213,1997,2.2544285e-05
ENST00000262213,2025,0.00014022531
ENST00000262213,2038,0.050501753
ENST00000262213,2128,4.9090453e-08
ENST00000262213,2136,0.00031857064
ENST00000262213,2147,0.0014357353
ENST00000262213,2181,2.521981e-08
ENST00000262213,2185,0.027076423
ENST00000262213,2206,0.00037441938
ENST00000262213,2221,6.8779486e-06
ENST00000262213,2268,7.706523e-06
ENST00000262213,2320,2.437902e-05
ENST00000262213,2337,3.0200574e-08
ENST00000262213,2579,3.756133e-05
ENST00000262213,2646,7.500686e-06
ENST00000262213,2701,0.004740093
ENST00000262213,2722,2.219721e-05
ENST00000262213,2738,0.00211609
ENST00000262225,123,0.094238065
ENST00000262225,272,7.514431e-05
ENST00000262225,294,1.7774482e-05
ENST00000262225,302,1.9999133e-07
ENST00000262225,323,1.0545314e-06
ENST00000262225,370,0.011437053
ENST00000262225,392,1.6673226e-06
ENST00000262225,409,0.00022807483
ENST00000262225,459,2.4649003e-06
ENST00000262225,472,0.000101504025
ENST00000262225,488,0.005848006
ENST00000262225,529,0.0015754453
ENST00000262225,546,0.028086644
ENST00000262225,602,6.593988e-05
ENST00000262225,655,0.052557044
ENST00000262225,663,0.32797262
ENST00000262225,758,0.007718789
ENST00000262225,807,0.8433176
ENST00000262225,893,0.0031028974
ENST00000262225,954,0.0019856119
ENST00000262225,960,0.00016018921
ENST00000262225,1081,0.0015502438
ENST00000262225,1155,1.3626614e-05
ENST00000262225,1208,0.050920375
ENST00000262225,1269,0.00010297498
ENST00000262225,1321,0.09586625
ENST00000262225,1348,0.0025490897
ENST00000262225,1364,2.3824912e-08
ENST00000262225,1386,3.351308e-11
ENST00000262225,1629,0.006104999
ENST00000262225,1805,0.005289825
ENST00000262225,1865,0.00035151382
ENST00000262225,1929,2.7779765e-06
ENST00000262225,1953,0.01579332
ENST00000262225,1981,0.00025763767
ENST00000262225,1995,0.104639426
ENST00000262225,2031,0.00020985308
ENST00000262225,2041,0.0072463183
ENST00000262225,2105,0.0148483105
ENST00000262265,39,0.00021966771
ENST00000262265,118,0.00015233894
ENST00000262265,243,0.057340063
ENST00000262265,353,0.00048281663
ENST00000262265,361,0.018548796
ENST00000262265,407,0.058290433
ENST00000262265,479,0.003071374
ENST00000262265,513,0.014532786
ENST00000262265,562,0.44461977
ENST00000262265,636,0.00045305162
ENST00000262265,690,0.010814066
ENST00000262265,735,0.48129508
ENST00000262265,768,0.15804425
ENST00000262265,810,0.009227191
ENST00000262265,867,1.2044587e-05
ENST00000262265,909,0.00096244185
ENST00000262265,919,0.12307406
ENST00000262265,960,0.0990522
ENST00000262291,1394,6.520639e-05
ENST00000262291,1463,0.01720335
ENST00000262291,1508,0.18355137
ENST00000262291,1522,0.002066879
ENST00000262291,1547,3.308205e-06
ENST00000262291,1962,0.00013052388
ENST00000262238,700,0.015834618
ENST00000262238,899,0.0040534963
ENST00000262238,957,6.164343e-05
ENST00000262238,965,7.1286064e-05
ENST00000262238,979,4.81148e-07
ENST00000262238,996,0.012779055
ENST00000262238,1025,0.0039005675
ENST00000262238,1036,0.004084278
ENST00000262238,1065,0.0033723968
ENST00000262238,1081,2.9251141e-06
ENST00000262238,1142,0.023393054
ENST00000262238,1188,0.006352958
ENST00000262238,1204,7.772021e-06
ENST00000262238,1276,0.00016021062
ENST00000262238,1359,0.9912302
ENST00000262238,1398,0.00023949816
ENST00000262238,1455,3.2387157e-05
ENST00000262238,1475,5.736433e-15
ENST00000262238,1494,0.00015222972
ENST00000262238,1519,0.00030705845
ENST00000262238,1634,0.9865329
ENST00000262238,1672,0.046315633
ENST00000262238,1686,0.06338185
ENST00000262238,1731,1.3461031e-05
ENST00000262238,1768,0.45856342
ENST00000262238,1779,0.59861094
ENST00000262238,1794,0.05129775
ENST00000262238,1826,0.7234541
ENST00000262238,1968,0.00011907524
ENST00000262238,2102,2.729382e-09
ENST00000262238,2190,0.0002584104
ENST00000262238,2312,5.769141e-08
ENST00000262238,2337,2.7465541e-08
ENST00000262302,89,4.199148e-06
ENST00000262302,145,0.0006905721
ENST00000262302,274,0.26278538
ENST00000262302,364,0.4297884
ENST00000262302,499,0.1145475
ENST00000262302,514,0.0009699521
ENST00000262302,528,0.29696044
ENST00000262302,642,0.30269447
ENST00000262302,805,0.19004937
ENST00000262302,822,0.00052071136
ENST00000262302,935,0.024803823
ENST00000262302,999,1.9209352e-05
ENST00000262302,1246,0.9723874
ENST00000262302,1266,0.0030838416
ENST00000262302,1337,0.47090593
ENST00000262302,1341,0.026984852
ENST00000262302,1360,0.00030192782
ENST00000262319,2257,0.025936956
ENST00000262319,2295,7.781929e-05
ENST00000262319,2415,0.0013432334
ENST00000262319,2437,1.8401939e-05
ENST00000262319,2497,6.985814e-07
ENST00000262319,2644,0.20846024
ENST00000262319,2701,1.4304917e-05
ENST00000262319,2713,0.02252426
ENST00000262319,2756,0.49856028
ENST00000262319,2764,3.2475234e-07
ENST00000262319,2813,0.006319525
ENST00000262319,3004,0.9950613
ENST00000262319,3056,0.00025230675
ENST00000262319,3076,0.0017847525
ENST00000262319,3155,0.14453992
ENST00000262319,3270,0.0109638
ENST00000262319,3296,2.5611145e-05
ENST00000262348,420,0.0005700399
ENST00000262348,603,0.08035331
ENST00000262348,621,0.020292453
ENST00000262348,968,2.2305495e-07
ENST00000262348,1133,0.00020599544
ENST00000262348,1242,9.075064e-05
ENST00000262348,1311,0.009421704
ENST00000262348,1361,0.019276043
ENST00000262348,1368,3.3456213e-06
ENST00000262348,1376,7.908834e-06
ENST00000262348,1470,2.9117364e-09
ENST00000262348,1746,0.022841334
ENST00000262348,1930,0.00033140025
ENST00000262348,2094,2.8147815e-09
ENST00000262348,2100,0.116636306
ENST00000262348,2142,0.018986216
ENST00000262348,2150,4.8379523e-09
ENST00000262348,2247,0.0038569388
ENST00000262348,2283,8.7997535e-13
ENST00000262348,2346,0.0003719132
ENST00000262348,2442,1.3338534e-06
ENST00000262348,2492,2.7712106e-06
ENST00000262348,2516,9.39916e-10
ENST00000262348,2556,4.696287e-05
ENST00000262374,220,0.00328266
ENST00000262374,246,1.4473358e-05
ENST00000262374,269,0.18698752
ENST00000262374,295,2.336323e-05
ENST00000262374,300,0.009514525
ENST00000262374,422,0.0042752484
ENST00000262374,494,5.916104e-06
ENST00000262374,605,4.679544e-05
ENST00000262374,635,0.0025869247
ENST00000262374,647,0.019639703
ENST00000262374,667,0.0003071229
ENST00000262374,703,0.006430789
ENST00000262374,713,0.07382498
ENST00000262374,777,8.357355e-05
ENST00000262374,785,0.02376634
ENST00000262374,889,0.0006594223
ENST00000262374,902,0.0034322091
ENST00000262374,939,2.0457e-05
ENST00000262374,946,0.22175466
ENST00000262374,957,1.2835404e-05
ENST00000262374,988,2.032384e-07
ENST00000262374,1085,0.0004638833
ENST00000262374,1112,0.030837094
ENST00000262374,1172,7.242728e-05
ENST00000262374,1208,0.023208316
ENST00000262374,1236,0.000489476
ENST00000262374,1265,0.027581895
ENST00000262374,1275,0.0009632211
ENST00000262374,1307,0.00036103083
ENST00000262374,1334,0.0031799313
ENST00000262374,1349,0.18331398
ENST00000262374,1396,0.22667642
ENST00000262374,1418,0.98948187
ENST00000262374,1425,7.023845e-07
ENST00000262374,1446,0.2207735
ENST00000262374,1454,0.022067161
ENST00000262374,1500,3.6574293e-05
ENST00000262374,1542,0.017949063
ENST00000262374,1581,0.00016166693
ENST00000262374,1703,4.44816e-05
ENST00000262374,1714,0.013043846
ENST00000262374,1766,2.1204992e-08
ENST00000262374,1853,0.15665604
ENST00000262374,1877,3.699187e-07
ENST00000262375,122,5.2454966e-06
ENST00000262375,233,0.00092369574
ENST00000262375,260,0.077240385
ENST00000262375,268,0.000110574685
ENST00000262375,290,0.00028302398
ENST00000262375,295,0.00024242693
ENST00000262375,444,0.0003912889
ENST00000262375,618,0.00011705288
ENST00000262375,683,0.00017996124
ENST00000262375,722,0.0063631907
ENST00000262375,768,0.00027922797
ENST00000262375,777,0.0047286567
ENST00000262375,863,0.00216426
ENST00000262375,964,0.63020355
ENST00000262375,1025,4.5898083e-05
ENST00000262375,1110,8.6494424e-07
ENST00000262375,1214,0.063477375
ENST00000262375,1220,0.21730675
ENST00000262375,1224,2.6450709e-05
ENST00000262375,1266,2.3470942e-07
ENST00000262375,1284,0.0064981254
ENST00000262375,1370,0.01723747
ENST00000262375,1551,0.0003412357
ENST00000262375,1615,0.00031652354
ENST00000262375,1679,0.7893694
ENST00000262375,1712,0.6480288
ENST00000262375,1809,0.78473705
ENST00000262375,1826,0.88759565
ENST00000262375,1941,5.2746156e-05
ENST00000262375,1974,0.04544371
ENST00000262375,2163,0.02274852
ENST00000262375,2238,0.05402939
ENST00000262375,2326,0.012567925
ENST00000262375,2344,0.0043256865
ENST00000262375,2401,0.00064505596
ENST00000262375,2531,3.0310619e-05
ENST00000262375,2605,3.8710947e-05
ENST00000262375,2620,0.014486292
ENST00000262395,1366,0.007166357
ENST00000262395,1474,0.6454091
ENST00000262395,1603,0.044480167
ENST00000262395,1731,9.241506e-05
ENST00000262395,1767,0.00012579586
ENST00000262428,244,7.654376e-05
ENST00000262428,442,1.3580365e-05
ENST00000262428,452,1.2464363e-05
ENST00000262428,457,0.038509797
ENST00000262428,591,7.7030985e-14
ENST00000262428,652,0.026206754
ENST00000262428,762,0.0007565688
ENST00000262428,796,0.00033141035
ENST00000262428,908,0.03482353
ENST00000262428,967,0.0012204384
ENST00000262428,1123,0.037903275
ENST00000262428,1237,0.0007181143
ENST00000262428,1269,1.2171741e-05
ENST00000262428,1304,0.0006569283
ENST00000262428,1326,0.00022663243
ENST00000262428,1343,0.00024705613
ENST00000262428,1456,0.022972884
ENST00000262428,1784,0.0010635813
ENST00000262428,1800,0.0054533696
ENST00000262812,41,3.6436354e-08
ENST00000262812,314,0.0040720287
ENST00000262812,341,0.004256113
ENST00000262812,362,0.60841
ENST00000262812,391,0.0027231912
ENST00000262812,443,0.34995866
ENST00000262812,479,0.62858164
ENST00000262812,502,0.0009783598
ENST00000262812,527,0.095531456
ENST00000262812,536,0.0003993553
ENST00000262812,569,0.027186643
ENST00000262812,677,0.0016014689
ENST00000262812,779,0.00022343617
ENST00000262812,856,0.002241688
ENST00000262812,860,4.0277682e-05
ENST00000262812,941,0.0008996723
ENST00000262812,997,0.014146095
ENST00000262812,1011,0.021621969
ENST00000262455,134,9.88881e-13
ENST00000262455,186,0.02865056
ENST00000262455,260,0.016660562
ENST00000262455,281,1.2229354e-11
ENST00000262455,293,0.0002608136
ENST00000262455,330,0.0004887431
ENST00000262455,366,0.13277738
ENST00000262455,489,0.033249576
ENST00000262455,624,1.2125203e-08
ENST00000262455,645,0.00021464958
ENST00000262455,711,0.0012296266
ENST00000262455,717,0.07779909
ENST00000262455,762,0.089334235
ENST00000262455,799,3.063459e-08
ENST00000262455,835,2.06077e-07
ENST00000262455,881,0.003995186
ENST00000262455,896,0.019144058
ENST00000262455,944,0.008151941
ENST00000262455,968,4.148922e-05
ENST00000262455,979,0.00019268849
ENST00000262455,1083,0.0014145701
ENST00000262455,1104,0.0017036792
ENST00000262455,1114,1.0008967e-05
ENST00000262455,1139,1.0654961e-05
ENST00000262455,1170,0.00015105822
ENST00000262455,1200,1.4798785e-05
ENST00000262455,1228,0.00026134175
ENST00000262455,1248,0.002589975
ENST00000262455,1264,4.3798283e-07
ENST00000262455,1288,0.08007447
ENST00000262455,1293,0.005850338
ENST00000262455,1366,0.015962156
ENST00000262455,1423,0.001123844
ENST00000262455,1432,0.0007230434
ENST00000262455,1485,0.0006682255
ENST00000262482,234,0.0007931787
ENST00000262482,316,0.00025615146
ENST00000262482,538,0.7248831
ENST00000262482,554,9.4949434e-07
ENST00000262482,593,0.0054504224
ENST00000262482,747,0.012922115
ENST00000262482,765,0.029251484
ENST00000262482,774,0.0051102443
ENST00000262482,846,6.271714e-05
ENST00000262482,939,0.002582218
ENST00000262482,1009,0.26161355
ENST00000262482,1017,0.0054250206
ENST00000262482,1149,6.3453076e-06
ENST00000262482,1201,0.021593127
ENST00000262482,1297,0.00042018408
ENST00000262482,1314,0.0010957893
ENST00000262482,1329,0.00016726012
ENST00000262482,1377,0.027195724
ENST00000262482,1428,0.004126503
ENST00000262482,1445,2.5879642e-06
ENST00000262482,1454,7.8191897e-07
ENST00000262482,1503,0.019725306
ENST00000262482,1517,0.35660568
ENST00000262482,1557,0.0022614745
ENST00000262482,1577,0.044463187
ENST00000262482,1711,2.4295983e-07
ENST00000262482,1736,0.024326002
ENST00000262482,1750,0.004192128
ENST00000262482,1787,0.37660617
ENST00000262482,1866,0.00094109046
ENST00000262498,155,0.7062991
ENST00000262498,234,0.00085565646
ENST00000262498,345,0.031081002
ENST00000262498,411,0.014678786
ENST00000262498,456,0.019574797
ENST00000262498,488,0.008951833
ENST00000262498,525,0.0025523277
ENST00000262498,550,0.030684466
ENST00000262498,579,3.2484215e-07
ENST00000262498,621,0.00017281823
ENST00000262498,654,1.2535685e-07
ENST00000262498,679,0.00020700725
ENST00000262498,723,0.00022130093
ENST00000262498,747,0.0018717331
ENST00000262498,785,0.0010962591
ENST00000262498,840,0.0012317606
ENST00000262498,844,0.005643174
ENST00000262498,880,0.0003740473
ENST00000262498,900,0.016847923
ENST00000262498,916,0.038073145
ENST00000262498,928,0.00443366
ENST00000262498,941,0.00026913846
ENST00000262498,954,0.035524514
ENST00000262498,974,0.024875632
ENST00000262498,997,0.00030935067
ENST00000262498,1061,0.6729226
ENST00000262498,1071,0.00035119965
ENST00000262498,1081,0.04265849
ENST00000262498,1089,0.00034682633
ENST00000262498,1196,0.8462623
ENST00000262498,1233,0.0009899692
ENST00000262507,261,0.0006024606
ENST00000262507,278,0.0006262503
ENST00000262507,319,0.0010323338
ENST00000262507,343,0.0003811337
ENST00000262507,417,0.00025353173
ENST00000262507,519,0.051585525
ENST00000262507,600,0.00015978831
ENST00000262507,630,0.004684597
ENST00000262507,635,0.0009077503
ENST00000262507,745,0.4405052
ENST00000262507,766,0.0025771374
ENST00000262507,784,0.22519487
ENST00000262507,850,0.000885084
ENST00000262507,862,1.6889688e-08
ENST00000262507,871,0.009473719
ENST00000262507,892,0.0019391794
ENST00000262507,913,0.02040132
ENST00000262507,968,0.0066849464
ENST00000262507,997,0.045114215
ENST00000262507,1002,0.011933101
ENST00000262507,1012,0.0009164608
ENST00000262507,1069,0.07073598
ENST00000262507,1113,7.222128e-05
ENST00000262507,1130,0.02382466
ENST00000262507,1142,0.9992706
ENST00000262507,1173,2.1734995e-07
ENST00000262507,1240,0.4971492
ENST00000262507,1321,0.0020653836
ENST00000262507,1370,4.13705e-05
ENST00000262507,1381,0.00018974546
ENST00000262507,1430,0.0035691403
ENST00000262507,1537,0.009534974
ENST00000262507,1552,8.187176e-05
ENST00000262507,1567,0.8613186
ENST00000262507,1600,0.00065620616
ENST00000262544,1075,0.0036297713
ENST00000262544,1211,0.00014750643
ENST00000262544,1244,0.0104698865
ENST00000262544,1258,0.010770247
ENST00000262544,1507,0.06483912
ENST00000262544,1734,0.015855113
ENST00000262544,1984,0.005596415
ENST00000262544,2048,0.0037113605
ENST00000262544,2177,3.3113325e-09
ENST00000262544,2276,1.6842885e-15
ENST00000262544,2307,0.0021913054
ENST00000262544,2332,0.009732497
ENST00000262544,2429,0.006502064
ENST00000262544,2482,0.0007727749
ENST00000262544,2534,0.00017496174
ENST00000262544,2663,4.1281896e-07
ENST00000262544,2674,0.0011171178
ENST00000262544,2684,1.2499312e-05
ENST00000262544,2707,0.00012538748
ENST00000262544,2725,5.3318585e-05
ENST00000262544,2756,0.003966953
ENST00000262544,2861,4.482655e-06
ENST00000262544,2891,5.7583707e-18
ENST00000262544,2905,0.049109053
ENST00000262544,2919,3.0436553e-09
ENST00000262544,3036,4.2624986e-08
ENST00000262570,136,0.00017156354
ENST00000262570,154,0.043453913
ENST00000262570,200,0.0022885348
ENST00000262570,419,0.105694346
ENST00000262570,451,3.64127e-06
ENST00000262570,536,9.725312e-07
ENST00000262570,573,0.013104111
ENST00000262570,585,4.749722e-05
ENST00000262570,627,2.2981576e-05
ENST00000262570,734,0.0020238303
ENST00000262570,745,0.0063775824
ENST00000262570,801,2.1455908e-06
ENST00000262570,831,4.6453883e-05
ENST00000262570,849,3.192763e-07
ENST00000262570,878,0.014331539
ENST00000262570,901,8.591548e-05
ENST00000262570,921,0.00052341085
ENST00000262570,936,2.7911851e-06
ENST00000262570,950,0.0012428014
ENST00000262570,990,0.0062519573
ENST00000262570,1042,0.99856114
ENST00000262570,1062,1.2775206e-06
ENST00000262570,1134,0.013645286
ENST00000262570,1157,0.006806548
ENST00000262570,1178,0.030030739
ENST00000262570,1190,4.233918e-09
ENST00000262570,1251,6.1043893e-06
ENST00000262570,1295,1.7108384e-11
ENST00000262570,1397,0.0035926774
ENST00000262570,1427,9.50602e-05
ENST00000262570,1529,0.0023935281
ENST00000262584,218,0.08950721
ENST00000262584,223,0.0031230953
ENST00000262584,253,0.06423129
ENST00000262584,372,0.003361051
ENST00000262584,597,0.001514002
ENST00000262584,627,1.0576996e-05
ENST00000262584,659,0.0016166155
ENST00000262584,668,0.007408451
ENST00000262584,759,0.0057911323
ENST00000262584,763,0.00047717747
ENST00000262584,813,0.004616068
ENST00000262584,959,0.4184787
ENST00000262584,977,8.161966e-05
